datetime,temp,humidity,precip,windspeedmean,sealevelpressure,solarradiation
2022-10-27,12.3,63.9,0,4.6,1027.5,133.5
2022-10-28,11.1,68.1,0,4.7,1029.4,132.5
2022-10-29,9.7,70.1,0,2.7,1026.9,0.5
2022-10-30,11.5,67.7,0,8.1,1023.1,124.5
2022-10-31,13.7,65,0,5.3,1022.5,114
2022-11-01,12.5,68.6,0,3.5,1024,127.9
2022-11-02,12.8,63.2,0,7.2,1022.2,120.7
2022-11-03,13,61.2,0,6.2,1021.1,112.2
2022-11-04,11.9,70.9,0,13.4,1015.3,71.5
2022-11-05,12.6,70.7,0,10.3,1011.5,78.7
2022-11-06,11.8,82.1,0.902,11.4,1014.2,26.1
2022-11-07,10.5,84.7,0,6.1,1019.8,71.2
2022-11-08,10.5,85.9,0.066,5.9,1021.4,60.3
2022-11-09,9.5,81.9,0,4.8,1022.7,96.7
2022-11-10,6.8,87.2,0,3,1024.8,94.2
2022-11-11,7.7,83.8,0.023,10,1029.6,28
2022-11-12,7.7,80.7,0.326,9.1,1031,27.2
2022-11-13,7.9,81.8,0.019,11.3,1030.6,15.4
2022-11-14,3.1,94.6,0,2.5,1026.6,85.7
2022-11-15,2.2,96.1,0,2.5,1020.3,45.3
2022-11-16,5.6,93,0.036,5,1010.4,59
2022-11-17,9.8,92.8,5.082,6.7,1003.7,43
2022-11-18,9,88.3,0.2,7.6,1003.8,62
2022-11-19,12.3,83.3,6.804,9,1008.9,77.4
2022-11-20,14.3,72.7,6.427,11.4,1009.2,36.9
2022-11-21,7,84.4,9.93,15.7,1005.8,41.7
2022-11-22,4.5,83.2,2.5,8.6,1009.4,57.6
2022-11-23,8.3,82.6,0.295,6.9,1002.9,49.7
2022-11-24,5,81.8,0.01,15.3,1009.2,39.1
2022-11-25,5.5,69.7,0.013,20.9,1017.1,83
2022-11-26,1.4,87.3,0,5.2,1024.3,92.8
2022-11-27,1.5,85.4,0.025,5.1,1026,41.8
2022-11-28,2.1,88,1.19,6.3,1021.6,40.9
2022-11-29,3,84.4,0.01,6.7,1019,21.2
2022-11-30,3.8,89.8,0.143,10.4,1018.9,12.1
2022-12-01,2.8,90.3,0.648,11.5,1019,21.5
2022-12-02,3.2,88.5,0.219,3.7,1021.7,29.9
2022-12-03,5.4,87.2,0,8.1,1025.5,10.1
2022-12-04,5.2,86.2,0,20.3,1026.1,6.7
2022-12-05,4.8,87.7,0.01,12.7,1025.9,13.5
2022-12-06,5.4,84.1,0,10.9,1020.6,20.8
2022-12-07,4.8,89.1,0.001,6.8,1015.2,64
2022-12-08,4,90.4,0,5.4,1014.8,47.6
2022-12-09,6.5,88.2,0.129,7.4,1014,43
2022-12-10,10.2,86,0.702,9.2,1006.4,48.5
2022-12-11,9.9,76.8,7.049,15.9,996.8,30.2
2022-12-12,1.9,92.9,0.853,7.4,1005.5,49.8
2022-12-13,-1.8,86.6,5.93,10.9,1012.5,51.3
2022-12-14,0.2,83.9,1.18,17.9,1012.9,46.5
2022-12-15,2.6,93.3,10.694,9.2,1011.4,68.1
2022-12-16,5.7,90.4,0,9.9,1014.6,24.8
2022-12-17,8.5,90.9,4.906,10.4,1016.3,38.8
2022-12-18,3.7,77.5,0,18.8,1029.1,24.4
2022-12-19,0.3,77.9,0,12.9,1036.2,25.7
2022-12-20,-0.9,72,0,12.6,1033.4,39.1
2022-12-21,-1.8,81.8,0,2.9,1024,76.3
2022-12-22,-1,83.5,0,1.7,1018.3,74.3
2022-12-23,1.6,83.7,0,4.2,1015.4,35.8
2022-12-24,1.8,93.1,0.937,5.7,1016.5,43.5
2022-12-25,6.8,78.5,0.232,15.4,1023,78.1
2022-12-26,1.9,86.1,0,3.7,1026.6,75.9
2022-12-27,3.5,84.7,0.004,7.4,1025.2,64.3
2022-12-28,4.6,83.5,0.045,7.2,1027.4,17
2022-12-29,4.2,83,0,6.3,1026.2,55.5
2022-12-30,4.1,85.4,0,5.3,1025.7,74.7
2022-12-31,4.3,84.5,0,3.9,1029.5,74.4
2023-01-01,2.5,90.1,0,3.5,1031.8,74.6
