temp,humidity,precip,windspeed,sealevelpressure,solarradiation
24.2,64.8,0,14.6,1010.2,210.9
24.6,67.6,0,15.2,1013.7,120.9
25.2,60.1,0,18.1,1016,222.5
22.8,74.2,10.888,17.8,1016.7,208.9
22.8,68.3,0,21.4,1017.4,212.3
20.6,72.7,0,18.5,1017.7,214.3
20,65.3,0,28.5,1016.8,185.5
18.8,58.8,0,28.8,1013.3,217.7
19.7,48.5,0,25.2,1015.3,217.8
18.9,65.7,0,25.3,1020.1,204.1
18.9,68.8,0,29.9,1019.5,156
18.1,77.4,0.004,25.3,1015.1,112.2
17.9,59.8,4.006,29,1017.6,213.8
19.6,54.4,0,18.2,1023,199.2
22.7,37.9,0,17.9,1021.1,197.9
21.9,55.7,0,21.5,1020.4,159.4
22.8,45.5,0,13.4,1020.7,159.9
23,35.9,0,21.4,1020.9,159.2
21.6,56.3,0,14,1021.5,167.9
22,51.4,0,21.5,1018.8,163.7
21.7,56.2,0,18.1,1015.9,167.6
19.4,68.8,0,17.6,1016,104.2
17.8,90.6,0.05,14.3,1017.2,75.5
20.2,81.1,51.314,24.8,1017.8,133.1
21.2,65.4,0,21.8,1019.9,160.3
20.5,67.6,0,21.9,1023.5,137.1
20.4,73.1,0,18.1,1022,184.3
19.3,74.9,0,14.8,1016.6,127.4
19.1,76.4,0,12.3,1015,73.5
20,79.9,0.493,17.7,1017.3,159.1
20.7,84.9,0,26,1018.5,83.7
17.6,94.5,15.945,35.8,1014.7,53.9
18.1,93,7.983,25.7,1011.1,80.3
18.8,91.5,0.034,21.6,1014.1,96
18,94.5,0.167,29.1,1011.4,88.1
18.1,80.5,23.749,25.1,1014.2,124.4
18.1,87.2,5.921,14.5,1016.3,77
19.6,86.8,0.067,25.2,1014,115.8
20.7,86.5,0.001,25.9,1015.1,117.3
20.5,91.4,0,22.1,1017.5,64.5
20.5,83.2,0.001,19.5,1019,65.3
19.6,85.5,8.953,19.1,1017.4,41.8
18.2,84.5,0.01,7.4,1018.3,128.3
18.9,83.8,0.001,21.7,1017.2,67.3
16.6,67.4,0,17,1024.4,96.3
15.2,71.6,0,10.8,1023.3,112.8
17.2,92.2,0.011,17.9,1021.1,36.5
16.1,72.1,10.858,14.6,1022.9,156
14.4,69.9,0,12.4,1022.2,151.7
15.7,87,0,14.2,1021.2,84.5
17.5,89.7,0,21.6,1018.6,84.3
17.3,96.5,27.846,25.2,1015.8,55
17,88,0.165,13.9,1020.4,137.7
16.7,81,0,14.4,1022.9,137.2
16.3,73.8,0,17.8,1019.8,143
15.6,80,0,17.9,1018.2,134
15.5,94.3,0,19.5,1018.5,93.5
16.6,94.7,0.532,14.7,1019,82.6
17,91.5,0.676,30.2,1015.1,27
16.9,90.9,5.018,22.7,1014,27
17.1,91.5,7.679,21.9,1013.7,60.5
14.1,78,0.604,24.9,1019.4,100.9
13.9,78.8,0,19.9,1024.5,95.3
15.4,90.2,0,17,1026,62.4
16.3,88.8,1.713,23,1021.7,53.2
15.8,86.7,1.199,21.9,1019.9,24.8
17.3,92.5,1.051,23.7,1018.7,71.8
16.9,94.8,1.665,23.2,1018.4,50.3
14.1,81.8,4.993,16.7,1025.8,119.1
11.5,85.3,0,21.2,1027,117.4
12.2,91.3,0,16.6,1024.7,60.4
12.9,77.7,1.104,16.9,1026.9,91.5
12.1,78.2,0,15.1,1023.2,108.6
11.3,95,0.767,20.7,1014.9,30.3
11.8,87.2,4.3,25,1013,108.8
10,81.6,0,15.9,1010.7,120.5
9.4,94.6,0,15.6,1006.9,58.2
10.8,98.1,3,13.4,1007.3,66.1
13.7,95.1,0.017,15.2,1006.1,61.6
12.6,95.2,0.184,8.2,1014.4,57.7
12.4,99.7,0.166,27.7,1008.4,37.8
15.1,91.5,15.025,30.6,998.4,66.2
15.2,90.5,9,21.3,999.3,76.8
13.4,82,0,14.6,1011.5,56.4
17.3,95.7,20,41.8,1006.5,58.6
17.9,98,0.183,38,1008.3,14.3
17.5,97.4,61.643,38.3,1004.6,
15.4,94.4,22.482,25.9,1002.1,
13.3,85.5,5.497,24.5,1001.3,
14.2,88.2,3.169,19.6,1007,
13.1,88.4,0,14.5,1018,
13.5,92.8,0,21.8,1022.1,
16.1,89.9,0,29.8,1020.8,
17,94,23.038,30.7,1019.9,
16.3,95.4,0.083,19.3,1026.3,
16.4,94.5,0,20.5,1028.1,
15.9,92,0,20.4,1025.7,
16.7,85.8,0.1,33.5,1019.7,
14.4,95.5,9,40.4,1016.6,
14.3,97,5,13,1024.2,2.7
13.4,97.6,0,9.7,1029.4,95.6
12.5,97.8,0.167,11.6,1026,73.2
15.9,92.8,0.404,26,1023.4,54.7
16.4,85.8,0,26.8,1023.3,16.3
15.2,89.4,0,27.7,1021.9,
16,90.3,0.2,38.9,1018.5,
