temp,humidity,precip,windspeed,sealevelpressure,solarradiation
21.7,34.1,0,11.5,1019.6,268
21.7,47,0,15.3,1019.1,255.5
20.5,41,0,13,1017,197
22.4,48.6,0.009,9.8,1016.7,188.9
24.4,50.1,0.005,9.1,1018,251.8
25.7,37.1,0,8.3,1018.7,247.6
26.4,37.3,0,6,1015.3,240.7
25.8,42.1,0.147,13.7,1011.9,99.2
21.1,68.6,15.184,21,1009.8,136.2
19.2,68.9,0.207,11.8,1012.1,151.5
19.8,72.8,6.987,6.5,1014.9,150.9
20.8,67.6,0,4.3,1014.9,230.1
21.8,49.8,0,6.5,1013.7,237.3
22.8,50.4,0,7.5,1014.5,209
22.2,64.3,0.067,8.1,1016.4,161
20.3,71.7,0.431,7.2,1018.1,231.4
21.9,57.3,0.006,7.5,1017.3,205.3
21.6,57.8,0,7.7,1017.3,171.5
21.8,50.5,0,10.5,1016.4,207.4
19.9,44.2,0,9.2,1013,195
16.3,46.8,0,13.3,1013.2,185.5
16.4,45.2,0,10,1014.7,229.5
16.4,48.3,0,7.3,1016.6,229.8
17.2,49.4,0,13,1014.7,187.2
14.4,63.8,0.183,17.7,1009.2,86
14.3,53.3,0.599,8.7,1015.4,229.7
15.5,50.1,0,3.6,1025,215.5
18.8,39.2,0,6,1026,208.7
20.2,30.8,0,4.7,1022.1,164.7
20.9,37.6,0,4.5,1021.2,195.9
20.7,44.3,0,5.3,1022.4,183.2
20.2,53.8,0,6.4,1025.1,194.8
18.3,63.8,0,4.3,1022.4,185.5
18.9,56.7,0,5.6,1018.8,178.2
19,61.1,0.003,5.9,1017.4,185.4
16.7,76.6,3.012,5.7,1017.5,91.5
17.3,80.4,1.996,5.2,1019.4,130.2
17.2,73.3,1.774,5.3,1021.5,185.4
17.8,64.4,0,5.4,1024.4,176.6
18.6,57.1,0,5.1,1023,191.6
18.8,53,0.008,6.8,1016.9,185.2
18.4,53.9,0,6,1017.2,153
19.4,66.1,1.581,7.3,1021.2,139.3
20,61.5,0,6.7,1023,170.2
19.6,52.7,0.232,15.9,1018.5,96
16.9,66,2.948,17,1014.9,28.3
15.6,86,4.356,12.3,1015.9,45.8
16.1,83.3,3.424,12.9,1016,113.7
15.3,86.5,2.796,13.8,1015.9,55.5
14.5,84.9,0,3.4,1019.5,86.8
16.7,69.2,0,8,1017.7,112.3
17.4,67.5,0,4.5,1020.6,126.6
19.2,54.4,0,6.9,1021.9,98
18.3,55.1,0.004,6.7,1024,99.4
18.2,50.8,0,7,1021.1,141.8
15.3,67.8,0.033,4.7,1019.9,81.4
13.5,83.4,0.634,6.4,1019.7,28.1
15.3,78.4,0.005,4.4,1023.6,130.8
14.8,70.6,0,4.8,1023.6,142.3
13.8,76.4,1.136,15.4,1019.6,80.2
11.8,64.7,0.089,8.1,1021.5,154.1
9.7,63.6,0,3.3,1023,146.8
10.5,65.9,0,4.6,1020.5,141.2
11.4,72.1,0,4,1020.1,124
12.7,75.9,0.086,8.2,1017.3,38
12.5,90.9,5.858,8.3,1019.8,54.5
10.7,79.8,0,3.5,1025,141.1
11.4,77.7,0.36,8.1,1025,90.3
13.8,77.2,4.092,12.5,1022.9,53.3
12.9,81,0.223,5.2,1021.1,110
12.1,90,0.158,10.7,1019.2,49.8
13.3,89.5,1.149,19.8,1014.1,66.6
12.2,91.7,3.614,21,1011.8,44.1
14.3,88.6,2.42,25.8,1010,64.8
10.2,75.7,0.456,17.7,1013,90.8
7.8,63.6,0.036,17.1,1019.2,86.2
10,78.3,0.16,14.9,1022.8,61.5
11.5,85,6.159,28.4,1015.6,35.3
8,78.8,1.113,23.6,1015.9,54.3
13.8,90.3,0.643,26.1,1014.4,49.4
11.8,92.4,0.711,12.6,1018.6,27.8
11.2,72.6,3.72,11.4,1024.7,117.1
6.8,74.8,0,3.2,1030.1,115.3
7.7,76.7,0.005,5.1,1024.7,107.4
8.2,70.8,3.389,16.8,1022.5,82.6
6.2,74.4,0,4.5,1022.3,110.9
7.2,75,0,3.2,1016.7,87.9
8.1,65.7,0,7.9,1014.8,116.3
5.6,72.2,0,6.3,1013.7,87.4
4.8,83.1,0.278,4.9,1008,75.8
4.9,91.7,0.678,4.1,1009.8,47.1
7.3,96.6,9.986,7.6,1013.7,13
9.8,94.8,2.341,3.3,1015.4,33.8
9.4,94.2,0.049,2.8,1013.8,48.1
9.3,95.3,15.574,9.6,1004.2,16
9.1,95.8,8.632,6.5,1000.7,31
9,89.4,0.435,10,1008.1,91.9
7.4,93.3,7.712,10.4,1006.7,41
11.4,96.9,9.31,15.9,1007.3,11
13.8,95.4,31.192,17.3,1004.1,11.7
11.5,93.9,22.28,11.3,1003.9,28.3
9.5,90,3.92,15.9,1000.6,63.8
8.3,89.6,1.046,6.2,1008.5,47.4
9.5,88.4,0.194,4.6,1017.4,79.2
7.8,91.9,0.19,4.4,1026.4,55.5
7.2,90.4,0,5.5,1027.2,44.1
7.6,95,6.683,4.7,1023.5,20.7
10.7,93.2,3.665,15.6,1025.1,66.2
11.7,91.8,0.132,15,1027.9,71.8
11.1,92.7,0.392,9.1,1027,28
9.1,93.1,0,4.6,1023.6,37.2
9.4,87.6,0,6.8,1021.3,64.2
9.3,82,0,4,1027.2,102.9
8.3,85.3,0,3.5,1031.1,99
7.7,85,0,6.7,1026.8,99.3
10,87.6,0.018,16.7,1022.9,31.7
11.3,73.8,0.003,19.6,1024.2,59.9
7.9,73.4,0,4.8,1027,101.8
9.5,63.3,0.204,5.6,1023.8,91.7
